E ID,date,description,amount,category
1060,03/09/2013,"Jim's Restaurants",32.00,restaurants
1061,03/17/2013,"Panda Express",13.00,restaurants
1062,03/15/2013,"Denny's",35.00,restaurants
1063,03/19/2013,"Potbelly Sandwich Works",22.00,restaurants
1064,04/21/2013,"Home Economist",47.00,grocery
1065,04/04/2013,"NSA Supernn,mnmarkets",146.00,grocery
1066,04/04/2013,"BP",48.00,transportation
1067,04/21/2013,"Texaco",52.00,transportation
1068,04/18/2013,"JetBlue",77.00,transportation
1069,04/12/2013,"Airport",41.00,transportation
1070,04/22/2013,"BP",74.00,transportation
1072,04/19/2013,"Costco",380.00,home
1073,04/10/2013,"GAP",70.00,shopping
1075,04/06/2013,"Boscov's",186.00,shopping
1076,04/08/2013,"Off 5th Saks Fifth Avenue Outlet",74.00,shopping
1077,04/21/2013,"Amazon.com",146.00,shopping
1078,04/12/2013,"Hardee's",25.00,restaurants
1079,04/13/2013,"Jersey Mike's Subs",8.00,restaurants
1080,04/27/2013,"Jack's",5.00,restaurants
1081,04/22/2013,"Buca di Beppo",14.00,restaurants
1082,04/01/2013,"Auntie Anne's",22.00,restaurants
1083,04/03/2013,"Arctic Circle Restaurants",5.00,restaurants
1085,04/10/2013,"Rainforest Cafe",32.00,restaurants
1086,05/14/2013,"Scolari's Food and Drug",188.00,grocery
1088,05/08/2013,"Speedway",57.00,transportation
1089,05/30/2013,"subway",84.00,transportation
1090,05/17/2013,"Gas City, Ltd.",39.00,transportation
1091,05/28/2013,"Travelcenters of America",97.00,transportation
1092,05/31/2013,"Flying J",99.00,transportation
1093,05/01/2013,"7-Eleven brand gasoline",98.00,transportation
1094,05/14/2013,"JetBlue",100.00,transportation
1095,05/04/2013,"Netflix",29.00,entertainment
1096,05/19/2013,"Rite aid",206.00,home
1097,05/15/2013,"Walmart",219.00,home
1098,05/20/2013,"Home Depot",422.00,home
1099,05/23/2013,"walgreens",280.00,home
1100,05/21/2013,"American Eagle",156.00,shopping
1101,05/28/2013,"Elder-Beerman",140.00,shopping
1102,05/26/2013,"Sears Essentials",110.00,shopping
1103,05/16/2013,"American Eagle",54.00,shopping
1104,05/05/2013,"Comcast",244.00,utilities
1105,05/18/2013,"Friendly's",20.00,restaurants
1107,05/22/2013,"Sneaky Pete's",32.00,restaurants
1108,05/06/2013,"Dairy Queen",12.00,restaurants
1109,05/31/2013,"FATZ",24.00,restaurants
1110,05/01/2013,"Redstone American Grill",50.00,restaurants
1111,05/06/2013,"Roy's",40.00,restaurants
1112,05/18/2013,"Blimpie",42.00,restaurants
1113,05/02/2013,"Captain D's",23.00,restaurants
1114,05/04/2013,"Denny's",11.00,restaurants
1115,06/18/2013,"Food City",32.00,grocery
1116,06/28/2013,"subway",39.00,transportation
1117,06/24/2013,"JetBlue",78.00,transportation
1118,06/27/2013,"Travelcenters of America",92.00,transportation
1119,06/13/2013,"Chevron",98.00,transportation
1120,06/12/2013,"Chevron",88.00,transportation
1121,06/05/2013,"Chevron",51.00,transportation
1122,06/09/2013,"Cinemark",5.00,entertainment
1123,06/03/2013,"family christian stores",27.00,entertainment
1124,06/15/2013,"Staples",94.00,home
1125,06/21/2013,"Home Depot",321.00,home
1126,06/14/2013,"Bergdorf Goodman",58.00,shopping
1127,06/18/2013,"Ebaybv",70.00,shopping
1128,06/09/2013,"Off 5th Saks Fifth Avenue Outlet",90.00,shopping
1129,06/20/2013,"Hollister",132.00,shopping
1130,06/27/2013,"H&M",116.00,shopping
1131,06/03/2013,"utilities",90.00,utilities
1132,06/24/2013,"Dunkin' Donuts",19.00,restaurants
1133,07/15/2013,"Roundy's",158.00,grocery
1134,07/10/2013,"Exxon",85.00,transportation
1135,07/07/2013,"bus",85.00,transportation
1136,07/23/2013,"Speedway",21.00,transportation
1137,07/28/2013,"Valero",91.00,transportation
1138,07/02/2013,"Flying J",82.00,transportation
1139,07/12/2013,"barns & noble",21.00,entertainment
1142,07/05/2013,"Costco",361.00,home
1143,07/17/2013,"Ikea",177.00,home
1144,07/06/2013,"Lowes",466.00,home
1146,07/07/2013,"Bonefish Grill",43.00,restaurants
1147,07/26/2013,"Golden Corral",22.00,restaurants
1544,07/26/2013,"Kroger brand gasoline",94.00,transportation
1148,08/08/2013,"CAM Asian Market",193.00,grocery
1149,08/05/2013,"Marathon Oil",98.00,transportation
1150,08/07/2013,"Southwest",68.00,transportation
1151,08/20/2013,"Delta",81.00,transportation
1152,08/01/2013,"Southwest",25.00,transportation
1153,08/27/2013,"deseret book",5.00,entertainment
1154,08/28/2013,"Kirkland's",284.00,home
1155,08/23/2013,"Staples",305.00,home
1156,08/07/2013,"6pm",214.00,home
1157,08/06/2013,"Ledo Pizza",14.00,restaurants
1158,08/27/2013,"Naugles",16.00,restaurants
1159,08/08/2013,"RA Sushi",16.00,restaurants
1160,08/16/2013,"Cracker Barrel Old Country Store",33.00,restaurants
1161,09/07/2013,"Shop n' Save",68.00,grocery
1162,09/20/2013,"Arteagas Food Center",171.00,grocery
1163,09/09/2013,"Travelcenters of America",69.00,transportation
1164,09/12/2013,"Gas City, Ltd.",89.00,transportation
1165,09/30/2013,"American Airlines",52.00,transportation
1166,09/08/2013,"Shell",69.00,transportation
1167,09/28/2013,"Royal Farms",83.00,transportation
1168,09/29/2013,"books a million",28.00,entertainment
1169,09/06/2013,"books",29.00,entertainment
1170,09/08/2013,"Bergdorf Goodman",180.00,shopping
1171,09/03/2013,"Bergdorf Goodman",77.00,shopping
1172,09/23/2013,"Lord & Taylor",77.00,shopping
1173,09/24/2013,"Sears",112.00,shopping
1174,09/01/2013,"T-Mobile",202.00,utilities
1175,09/05/2013,"Valentino's",23.00,restaurants
1176,09/23/2013,"Braum's",40.00,restaurants
1177,09/29/2013,"El Pollo Loco",25.00,restaurants
1178,10/19/2013,"CAM Asian Market",89.00,grocery
1179,10/07/2013,"Nugget Markets",155.00,grocery
1180,10/24/2013,"Sheetz",87.00,transportation
1181,10/19/2013,"Amtrak",58.00,transportation
1182,10/01/2013,"JetBlue",64.00,transportation
1183,10/31/2013,"dvds",12.00,entertainment
1184,10/01/2013,"Cinemark",22.00,entertainment
1185,10/04/2013,"H&M",70.00,shopping
1186,10/25/2013,"Dish Network",137.00,utilities
1187,10/23/2013,"Jack in the Box",5.00,restaurants
1188,10/04/2013,"Wendy's",33.00,restaurants
1189,10/18/2013,"Swensons",6.00,restaurants
1190,10/13/2013,"Marie Callender's",19.00,restaurants
1192,11/04/2013,"Getty",56.00,transportation
1193,11/21/2013,"Mobil",22.00,transportation
1194,11/09/2013,"BP",99.00,transportation
1195,11/19/2013,"Love's",80.00,transportation
1196,11/05/2013,"Amtrak",24.00,transportation
1197,11/02/2013,"Travelcenters of America",22.00,transportation
1198,11/23/2013,"Hess",61.00,transportation
1199,11/24/2013,"follett's",29.00,entertainment
1200,11/20/2013,"joseph-beth booksellers",25.00,entertainment
1201,11/16/2013,"Newegg",360.00,home
1202,11/22/2013,"Staples",470.00,home
1203,11/13/2013,"Target",390.00,home
1204,11/04/2013,"bestbuy",350.00,home
1205,11/12/2013,"Aeropostale",188.00,shopping
1206,11/25/2013,"Carson Pirie Scott",107.00,shopping
1207,11/01/2013,"Barneys New York",90.00,shopping
1208,11/02/2013,"Off 5th Saks Fifth Avenue Outlet",50.00,shopping
1209,11/10/2013,"verizon",284.00,utilities
1210,11/07/2013,"Comcast",280.00,utilities
1211,11/07/2013,"Pei Wei Asian Diner",36.00,restaurants
1212,11/26/2013,"Rubio's Fresh Mexican Grill",23.00,restaurants
1213,11/05/2013,"Church's",7.00,restaurants
1214,11/26/2013,"Rubio's Fresh Mexican Grill",20.00,restaurants
1216,12/12/2013,"MARTA",66.00,transportation
1217,12/18/2013,"Citgo",62.00,transportation
1218,12/04/2013,"subway",47.00,transportation
1219,12/15/2013,"Chevron",92.00,transportation
1221,12/25/2013,"Kroger brand gasoline",29.00,transportation
1223,12/31/2013,"Amoco",68.00,transportation
1224,12/19/2013,"movies",22.00,entertainment
1225,12/07/2013,"Radioshack",421.00,home
1226,12/22/2013,"hhgregg",170.00,home
1227,12/31/2013,"hhgregg",404.00,home
1228,12/08/2013,"Saks Fifth Avenue",200.00,shopping
1229,12/04/2013,"Nordstrom",199.00,shopping
1230,12/06/2013,"Kohl's",59.00,shopping
1231,12/13/2013,"Herberger's",168.00,shopping
1232,12/28/2013,"Hollister",105.00,shopping
1233,12/11/2013,"DirectTV",227.00,utilities
1234,12/10/2013,"metropcs",217.00,utilities
1235,12/23/2013,"Swensen's",42.00,restaurants
1236,12/14/2013,"Papa John's Pizza",43.00,restaurants
1238,12/01/2013,"Ponderosa Steakhouse and Bonanza Steakhouse",11.00,restaurants
1239,12/12/2013,"CiCi's Pizza",36.00,restaurants
1240,12/01/2013,"Hooters",18.00,restaurants
1241,12/17/2013,"restaurants",17.00,restaurants
1243,01/08/2012,"Elder-Beerman",149.00,shopping
1244,01/07/2012,"Chili's",36.00,restaurants
1245,01/18/2012,"Panera Bread",34.00,restaurants
1246,01/21/2012,"Red Hot & Blue",18.00,restaurants
1247,02/11/2012,"Meijer",29.00,grocery
1248,02/07/2012,"Gulf",59.00,transportation
1249,02/13/2012,"Amtrak",84.00,transportation
1250,02/13/2012,"Gulf",79.00,transportation
1252,02/14/2012,"Hess",37.00,transportation
1253,02/28/2012,"Exxon",80.00,transportation
1254,02/02/2012,"Love's",24.00,transportation
1255,02/15/2012,"Amtrak",49.00,transportation
1256,02/07/2012,"shakespeare and company",15.00,entertainment
1258,02/16/2012,"strand book store",13.00,entertainment
1259,02/15/2012,"Walmart",455.00,home
1260,02/24/2012,"hhgregg",310.00,home
1261,02/23/2012,"GAP",191.00,shopping
1262,02/10/2012,"Last Call Neiman Marcus",164.00,shopping
1263,02/03/2012,"Carson Pirie Scott",168.00,shopping
1264,02/22/2012,"T-Mobile",238.00,utilities
1265,02/26/2012,"Georgia Power",232.00,utilities
1266,02/23/2012,"Checkers",48.00,restaurants
1267,02/06/2012,"FATZ",8.00,restaurants
1268,02/24/2012,"Auntie Anne's",22.00,restaurants
1269,02/13/2012,"Lone Star Steakhouse & Saloon",24.00,restaurants
1270,02/14/2012,"Sbarro",28.00,restaurants
1271,02/21/2012,"Joe's Crab Shack",5.00,restaurants
1275,03/26/2012,"Hollister",126.00,shopping
1276,03/30/2012,"Von Maur",125.00,shopping
1277,03/14/2012,"Sears Essentials",200.00,shopping
1278,03/28/2012,"Last Call Neiman Marcus",50.00,shopping
1279,03/07/2012,"DirectTV",110.00,utilities
1280,03/06/2012,"Long John Silver's",49.00,restaurants
1281,03/22/2012,"Landry's Restaurants",40.00,restaurants
1282,03/14/2012,"Jason's Deli",20.00,restaurants
1283,03/15/2012,"Roy's",37.00,restaurants
1284,03/16/2012,"Outback Steakhouse",40.00,restaurants
1285,03/28/2012,"Whataburger",11.00,restaurants
1287,04/25/2012,"Flying J",39.00,transportation
1288,04/11/2012,"Phillips 66",61.00,transportation
1289,04/25/2012,"RaceTrac/Raceway",34.00,transportation
1290,04/08/2012,"hastings entertainment",20.00,entertainment
1292,04/10/2012,"half price books",22.00,entertainment
1293,04/26/2012,"hhgregg",246.00,home
1294,04/29/2012,"Neiman Marcus",131.00,shopping
1295,04/26/2012,"utilities",187.00,utilities
1296,04/01/2012,"The Original Italian Pie",26.00,restaurants
1297,04/27/2012,"Denny's",50.00,restaurants
1298,04/09/2012,"Roy Rogers Restaurants",5.00,restaurants
1299,04/14/2012,"Popeyes Chicken & Biscuits",6.00,restaurants
1300,04/24/2012,"York Steak House",28.00,restaurants
1301,04/23/2012,""	"",39.00,restaurants
1302,04/22/2012,"Godfather's Pizza",14.00,restaurants
1303,04/17/2012,"York Steak House",14.00,restaurants
1304,04/05/2012,"Robeks",47.00,restaurants
1305,05/27/2012,"Sentry Foods",25.00,grocery
1306,05/18/2012,"Marsh",22.00,grocery
1307,05/26/2012,"Food Lion",138.00,grocery
1308,05/18/2012,"Murphy USA",54.00,transportation
1309,05/21/2012,"Mobil",52.00,transportation
1310,05/16/2012,"QuickChek",54.00,transportation
1311,05/18/2012,"JetBlue",96.00,transportation
1312,05/27/2012,"QuickChek",55.00,transportation
1313,05/29/2012,"BP",74.00,transportation
1314,05/13/2012,"dvd",21.00,entertainment
1316,05/11/2012,"Cheddar's Casual Café",48.00,restaurants
1317,05/30/2012,"Carrows",46.00,restaurants
1318,05/12/2012,"Stir Crazy",43.00,restaurants
1320,05/24/2012,"McAlister's Deli",46.00,restaurants
1321,05/26/2012,"Smokey Bones",41.00,restaurants
1322,05/27/2012,"Waffle House",43.00,restaurants
1323,05/06/2012,"Tilted Kilt",30.00,restaurants
1324,05/24/2012,"Papa John's Pizza",15.00,restaurants
1325,06/22/2012,"Walmart Supercenters",98.00,grocery
1326,06/03/2012,"Speedway",59.00,transportation
1327,06/09/2012,"QuickChek",29.00,transportation
1328,06/17/2012,"QuikTrip",92.00,transportation
1329,06/18/2012,"cinema",28.00,entertainment
1330,06/23/2012,"barns & noble",24.00,entertainment
1331,06/22/2012,"Walmart",52.00,home
1332,06/11/2012,"Belk",102.00,shopping
1333,06/02/2012,"Macy's",147.00,shopping
1334,06/09/2012,"H&M",33.00,shopping
1335,06/28/2012,"Georgia Power",241.00,utilities
1336,06/29/2012,"Tennesse Valley Authority",298.00,utilities
1337,06/11/2012,"Jason's Deli",21.00,restaurants
1338,06/10/2012,"Wienerschnitzel",18.00,restaurants
1339,07/20/2012,"United",102.00,grocery
1340,07/16/2012,"Houchens Industries",93.00,grocery
1341,07/12/2012,"Brookshire Brothers",175.00,grocery
1342,07/12/2012,"Lowes",117.00,home
1343,07/19/2012,"Sears",23.00,shopping
1344,07/16/2012,"Sears",47.00,shopping
1345,07/01/2012,"American Eagle",81.00,shopping
1346,07/23/2012,"metropcs",71.00,utilities
1347,07/28/2012,"Alabama Power",238.00,utilities
1349,07/05/2012,"Outback Steakhouse",10.00,restaurants
1350,07/12/2012,"Hardee's",11.00,restaurants
1351,07/29/2012,"Subway",18.00,restaurants
1352,07/06/2012,"Ben & Jerry's",21.00,restaurants
1353,07/13/2012,"Popeyes Chicken & Biscuits",28.00,restaurants
1354,07/18/2012,"Subway",7.00,restaurants
1355,08/18/2012,"Sinclair",35.00,transportation
1356,08/30/2012,"76",96.00,transportation
1357,08/23/2012,"Southwest",38.00,transportation
1359,08/20/2012,"BP",55.00,transportation
1360,08/16/2012,"76",53.00,transportation
1362,08/02/2012,"Regal",22.00,entertainment
1363,08/25/2012,"Rite aid",223.00,home
1364,08/18/2012,"Office Depot",363.00,home
1365,08/22/2012,"American Eagle",150.00,shopping
1366,08/03/2012,"Amazon.com",85.00,shopping
1367,08/04/2012,"Amazon.com",120.00,shopping
1369,08/25/2012,"DirectTV",274.00,utilities
1370,08/10/2012,"Dave & Buster's",16.00,restaurants
1371,08/31/2012,"The Melting Pot",6.00,restaurants
1372,08/02/2012,"Seattle's Best Coffee",39.00,restaurants
1373,08/07/2012,"Ground Round",27.00,restaurants
1374,08/06/2012,"Jerry's Subs & Pizza",17.00,restaurants
1375,08/19/2012,"Chi-Chi's",11.00,restaurants
1376,08/12/2012,"Rally's",10.00,restaurants
1377,08/21/2012,"Braum's",38.00,restaurants
1378,09/16/2012,"Gelson's Markets",180.00,grocery
1379,09/22/2012,"Lowes",281.00,home
1380,09/28/2012,"Southern Company",298.00,utilities
1381,09/18/2012,"utility",86.00,utilities
1382,09/16/2012,"Qdoba Mexican Grill",26.00,restaurants
1383,09/23/2012,"bakery",38.00,restaurants
1384,09/16/2012,"Roy Rogers Restaurants",50.00,restaurants
1385,09/03/2012,"Noodles & Company",23.00,restaurants
1386,10/01/2012,"Flying J",79.00,transportation
1387,10/30/2012,"Shell",29.00,transportation
1388,10/31/2012,"half price books",23.00,entertainment
1389,10/19/2012,"barns and noble",10.00,entertainment
1390,10/21/2012,"officemax",192.00,home
1391,10/15/2012,"The Bon-Ton",22.00,shopping
1393,10/14/2012,"Belk",61.00,shopping
1395,10/03/2012,"Checkers",7.00,restaurants
1396,10/20/2012,"bakery",15.00,restaurants
1397,10/03/2012,"Pizza Hut",38.00,restaurants
1398,10/10/2012,"Gatti's Pizza",21.00,restaurants
1399,10/31/2012,"York Steak House",25.00,restaurants
1400,10/02/2012,"Taco Bell",23.00,restaurants
1401,10/02/2012,"FATZ",29.00,restaurants
1402,11/06/2012,"Quality Foods",111.00,grocery
1404,11/23/2012,"Foodland",180.00,grocery
1405,11/08/2012,"follett's",12.00,entertainment
1406,11/27/2012,"movies",5.00,entertainment
1407,11/09/2012,"hastings entertainment",26.00,entertainment
1408,11/22/2012,"Newegg",322.00,home
1409,11/06/2012,"Lowes",460.00,home
1410,11/19/2012,"CVS",61.00,home
1411,11/15/2012,"Aeropostale",43.00,shopping
1412,11/25/2012,"Off 5th Saks Fifth Avenue Outlet",52.00,shopping
1413,11/10/2012,"Bloomingdale's",178.00,shopping
1414,11/23/2012,"Younkers",125.00,shopping
1415,11/30/2012,"Dillard's",77.00,shopping
1416,11/01/2012,"Shane's Rib Shack",26.00,restaurants
1417,11/18/2012,"Black-eyed Pea",48.00,restaurants
1418,12/24/2012,"Super 88 Market",96.00,grocery
1419,12/05/2012,"Western Family Foods",165.00,grocery
1420,12/05/2012,"Seller's Brothers",21.00,grocery
1421,12/15/2012,"Getty",47.00,transportation
1422,12/23/2012,"Getty",53.00,transportation
1424,12/16/2012,"home",334.00,home
1426,12/09/2012,"Walmart",367.00,home
1427,12/25/2012,"6pm",55.00,home
1428,12/20/2012,"Last Call Neiman Marcus",79.00,shopping
1429,12/29/2012,"The Bon-Ton",140.00,shopping
1430,12/07/2012,"Aeropostale",48.00,shopping
1431,12/21/2012,"Amazon",117.00,shopping
1432,12/14/2012,"Last Call Neiman Marcus",154.00,shopping
1433,12/06/2012,"utility",270.00,utilities
1434,12/24/2012,"Tennesse Valley Authority",155.00,utilities
1436,12/02/2012,"dining",9.00,restaurants
1437,12/02/2012,"Cracker Barrel Old Country Store",32.00,restaurants
1438,01/11/2013,"Exxon",100.00,transportation
1439,01/22/2013,"76",24.00,transportation
1440,01/17/2013,"books inc",6.00,entertainment
1441,01/15/2013,"lifeway christian resources",7.00,entertainment
1443,01/23/2013,"bestbuy",299.00,home
1445,01/16/2013,"bestbuy",332.00,home
1446,01/28/2013,"JCPenney",39.00,shopping
1447,01/12/2013,"Younkers",179.00,shopping
1448,01/21/2013,"Redstone American Grill",7.00,restaurants
1449,01/09/2013,"Pei Wei Asian Diner",29.00,restaurants
1450,01/29/2013,"Twin Peaks",5.00,restaurants
1451,01/01/2013,"Fuddruckers",38.00,restaurants
1452,02/15/2013,"JetBlue",53.00,transportation
1453,02/03/2013,"printsasia",29.00,entertainment
1454,02/24/2013,"tree of life christian outlet",20.00,entertainment
1455,02/28/2013,"Sears",47.00,shopping
1456,02/01/2013,"Aeropostale",162.00,shopping
1457,02/18/2013,"Last Call Neiman Marcus",162.00,shopping
1458,02/24/2013,"Bergner's",45.00,shopping
1459,02/06/2013,"Braum's",43.00,restaurants
1460,02/10/2013,"The Melting Pot",44.00,restaurants
1461,02/17/2013,"Boston Market",8.00,restaurants
1463,02/01/2013,"Culver's",12.00,restaurants
1464,02/08/2013,"National Coney Island",42.00,restaurants
1466,02/07/2013,"Eat'n Park",47.00,restaurants
1467,03/28/2013,"Compare Foods Supermarket",113.00,grocery
1468,03/11/2013,"Bruno's Supermarkets",197.00,grocery
1469,03/30/2013,"Royal Farms",86.00,transportation
1470,03/07/2013,"Delta",66.00,transportation
1471,03/04/2013,"Texaco",50.00,transportation
1472,03/30/2013,"76",42.00,transportation
1473,03/08/2013,"Target",60.00,home
1474,03/22/2013,"bestbuy",262.00,home
1475,03/27/2013,"JCPenney",88.00,shopping
1476,03/16/2013,"The Bon-Ton",97.00,shopping
1477,03/08/2013,"Nordstrom",67.00,shopping
1478,03/14/2013,"Neiman Marcus",33.00,shopping
1479,03/28/2013,"Lord & Taylor",109.00,shopping
1480,03/06/2013,"metropcs",52.00,utilities
1481,03/19/2013,"Hobee's Restaurant",25.00,restaurants
1483,04/24/2013,"bus",63.00,transportation
1484,04/24/2013,"books inc",13.00,entertainment
1485,04/09/2013,"Hulu",16.00,entertainment
1486,04/03/2013,"itunes",27.00,entertainment
1487,04/30/2013,"Costco",13.00,home
1488,04/12/2013,"Newegg",427.00,home
1489,04/12/2013,"Costco",347.00,home
1490,04/14/2013,"hhgregg",127.00,home
1491,04/21/2013,"Dillard's",180.00,shopping
1494,04/17/2013,"Trader Vic's",29.00,restaurants
1495,04/09/2013,"National Coney Island",33.00,restaurants
1497,04/17/2013,"Chuck E. Cheese's",30.00,restaurants
1498,04/17/2013,"Fatburger",39.00,restaurants
1499,05/19/2013,"Travelcenters of America",25.00,transportation
1500,05/02/2013,"7-Eleven brand gasoline",45.00,transportation
1501,05/18/2013,"Sunoco",59.00,transportation
1502,05/30/2013,"MARTA",27.00,transportation
1503,05/16/2013,"BP",92.00,transportation
1504,05/31/2013,"games",13.00,entertainment
1505,05/22/2013,"6pm",327.00,home
1507,05/22/2013,"Costco",36.00,home
1508,05/24/2013,"CVS",216.00,home
1509,05/06/2013,"Lord & Taylor",192.00,shopping
1510,05/27/2013,"Neiman Marcus",100.00,shopping
1511,05/10/2013,"Herberger's",96.00,shopping
1512,05/25/2013,"Macy's",37.00,shopping
1513,05/10/2013,"JCPenney",200.00,shopping
1514,05/20/2013,"Chuck E. Cheese's",37.00,restaurants
1515,05/07/2013,"Quaker Steak & Lube",15.00,restaurants
1516,05/02/2013,"Which Wich?",45.00,restaurants
1517,05/14/2013,"Taco Time",7.00,restaurants
1518,05/10/2013,"Cracker Barrel Old Country Store",32.00,restaurants
1519,05/27/2013,"KFC",24.00,restaurants
1520,05/18/2013,"Sneaky Pete's",29.00,restaurants
1523,06/28/2013,"Costco",150.00,home
1524,06/25/2013,"Belk",133.00,shopping
1525,06/17/2013,"Bergdorf Goodman",43.00,shopping
1526,06/05/2013,"Neiman Marcus",54.00,shopping
1527,06/02/2013,"Ebaybv",196.00,shopping
1528,06/21/2013,"Boscov's",88.00,shopping
1529,06/03/2013,"verizon",241.00,utilities
1530,06/09/2013,"Sprint",115.00,utilities
1531,06/08/2013,"Bubba Gump Shrimp Company",41.00,restaurants
1532,06/14/2013,"A&W Restaurants",50.00,restaurants
1533,06/28/2013,"White Castle",15.00,restaurants
1534,06/04/2013,"Pizza Inn",28.00,restaurants
1535,06/09/2013,"Taco John's",30.00,restaurants
1536,06/28/2013,"Fleming's Prime Steakhouse & Wine Bar",13.00,restaurants
1537,06/30/2013,"Green Burrito",49.00,restaurants
1538,06/01/2013,"Naugles",35.00,restaurants
1539,06/02/2013,"California Pizza Kitchen",43.00,restaurants
1540,07/27/2013,"Acme Fresh Market",99.00,grocery
1541,07/16/2013,"Meijer",156.00,grocery
1542,07/14/2013,"New Deal Market",104.00,grocery
1543,07/27/2013,"Wawa",89.00,transportation
1545,07/17/2013,"QuikTrip",79.00,transportation
1546,07/09/2013,"Kroger brand gasoline",91.00,transportation
1547,07/21/2013,"Cumberland Farms",42.00,transportation
1548,07/29/2013,"Boscov's",78.00,shopping
1549,07/08/2013,"Barneys New York",78.00,shopping
1550,07/30/2013,"Blimpie",19.00,restaurants
1551,08/09/2013,"Safeway Inc.",100.00,grocery
1553,08/17/2013,"D&W Food Centers",79.00,grocery
1554,08/09/2013,"books a million",6.00,entertainment
1555,08/20/2013,"shakespeare and company",21.00,entertainment
1556,08/23/2013,"AMC",24.00,entertainment
1557,08/18/2013,"Elder-Beerman",149.00,shopping
1558,08/19/2013,"Green Burrito",37.00,restaurants
1559,08/09/2013,"Quaker Steak & Lube",34.00,restaurants
1560,08/30/2013,"Captain D's",16.00,restaurants
1561,08/31/2013,"Burger King",12.00,restaurants
1562,08/17/2013,"Naugles",12.00,restaurants
1563,08/21/2013,"KFC",16.00,restaurants
1565,08/27/2013,"Coco's Bakery",22.00,restaurants
1566,08/03/2013,"Carino's Italian Grill",41.00,restaurants
1567,09/08/2013,"DeMoulas' Market Basket",95.00,grocery
1570,09/12/2013,"Gulf",47.00,transportation
1571,09/26/2013,"76",79.00,transportation
1572,09/27/2013,"Shell",98.00,transportation
1573,09/21/2013,"Carnival",52.00,transportation
1574,09/23/2013,"Amoco",100.00,transportation
1575,09/21/2013,"gas",37.00,transportation
1576,09/15/2013,"Sinclair",57.00,transportation
1577,09/08/2013,"Citgo",71.00,transportation
1578,09/16/2013,"Hulu",25.00,entertainment
1579,09/10/2013,"lifeway christian resources",17.00,entertainment
1581,09/24/2013,"Costco",59.00,home
1582,09/17/2013,"Target",384.00,home
1583,09/03/2013,"Comcast",59.00,utilities
1584,10/27/2013,"Kroger",63.00,grocery
1585,10/22/2013,"Wakefern Food Corporation",59.00,grocery
1586,10/06/2013,"Earth Fare",38.00,grocery
1587,10/07/2013,"Love's",42.00,transportation
1588,10/02/2013,"Shell",62.00,transportation
1589,10/31/2013,"Murphy USA",34.00,transportation
1590,10/03/2013,"Shell",39.00,transportation
1591,10/28/2013,"BP",87.00,transportation
1592,10/28/2013,"CVS",333.00,home
1593,10/11/2013,"Home Depot",136.00,home
1594,10/16/2013,"Bergdorf Goodman",73.00,shopping
1595,10/05/2013,"Big Boy",15.00,restaurants
1596,10/28/2013,"Camille's Sidewalk Cafe",36.00,restaurants
1597,10/23/2013,"Sticky Fingers",37.00,restaurants
1598,10/19/2013,"RA Sushi",31.00,restaurants
1599,10/30/2013,"Cheesecake Factory",23.00,restaurants
1600,11/17/2013,"Thrift Way/Shop n Bag",99.00,grocery
1601,11/18/2013,"Sunoco",26.00,transportation
1602,11/23/2013,"Shell",75.00,transportation
1603,11/10/2013,"Southwest",99.00,transportation
1604,11/11/2013,"Carnival",86.00,transportation
1605,11/11/2013,"subway",69.00,transportation
1606,11/17/2013,"76",64.00,transportation
1607,11/27/2013,"books a million",19.00,entertainment
1608,11/14/2013,"Hulu",12.00,entertainment
1609,11/02/2013,"Best Buy",208.00,home
1610,11/02/2013,"Radioshack",365.00,home
1611,11/01/2013,"Belk",57.00,shopping
1612,11/04/2013,"DirectTV",210.00,utilities
1614,11/21/2013,"Ledo Pizza",9.00,restaurants
1615,12/18/2013,"books inc",19.00,entertainment
1616,12/24/2013,"Netflix",20.00,entertainment
1617,12/18/2013,"Elder-Beerman",58.00,shopping
1618,12/06/2013,"Sears Essentials",95.00,shopping
1620,12/27/2013,"Eegee's",43.00,restaurants
1621,12/18/2013,"Gatti's Pizza",42.00,restaurants
1622,12/27/2013,"Krystal",17.00,restaurants
1623,12/09/2013,"Farmer Boys",25.00,restaurants
1624,12/06/2013,"Ponderosa Steakhouse and Bonanza Steakhouse",41.00,restaurants
